江苏台,#genre#
CCTV-12 社会与法,http://china.733240.com/cqyx.php?id=cctv12HD
CCTV-13 新闻,http://china.733240.com/cqyx.php?id=CCTVNewsHD
CCTV-14 少儿,http://china.733240.com/cqyx.php?id=cctvseHD
CCTV-15 音乐,http://china.733240.com/cqyx.php?id=cctv15HD
CCTV-16 奥林匹克,http://china.733240.com/cqyx.php?id=cctv16HD
CCTV-17 农业农村,http://china.733240.com/cqyx.php?id=cctv17HD
CCTV-4K 超高清,http://china.733240.com/cqyx.php?id=CCTV4K
CCTV-16 4K,http://china.733240.com/cqyx.php?id=CCTV16 4k
CCTV风云剧场,http://china.733240.com/cqyx.php?id=shandongHD
CCTV风云剧场,http://china.733240.com/cqyx.php?id=fyjcHD
CCTV风云音乐,http://china.733240.com/cqyx.php?id=fyyyHD
CCTV风云足球,http://china.733240.com/cqyx.php?id=fyzqHD
CCTV怀旧剧场,http://china.733240.com/cqyx.php?id=hjjcHD
CCTV第一剧场,http://china.733240.com/cqyx.php?id=diyijuchangHD
CCTV兵器科技,http://china.733240.com/cqyx.php?id=bqkjHD
CCTV央视文化精品,http://china.733240.com/cqyx.php?id=yswhHD
CCTV高尔夫网球,http://china.733240.com/cqyx.php?id=golfHD
CCTV央视台球,http://china.733240.com/cqyx.php?id=ystqHD
CCTV女性时尚,http://china.733240.com/cqyx.php?id=nvxing
CGTN,#genre#
CGTN,https://cntv.sbs/tv?auth=2310201855&id=cgtn
CGTN,http://china.733240.com/cqyx.php?id=cgtnSD
CGTN记录,https://livedoc.cgtn.com/500d/prog index.m3u8
CGTN记录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8?zshijd
CGTN俄语,https://liveru.cgtn.com/1000r/prog index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog index.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd
CGTN西语,https://livees.cgtn.com/1000e/prog index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog index.m3u8
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd
CGTN美国,http://live.cgtn.com/1000/prog index.m3u8?zshijd
CGTN美国,http://live.cgtn.com/500/prog index.m3u8?zshijd





卫视台,#genre#
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
江苏卫视,http://222.71.90.218:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
深圳卫视,http://222.71.90.218:8888/newlive/live/hls/24/live.m3u8
黑龙江卫视,http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
安徽卫视,http://222.71.90.218:8888/newlive/live/hls/28/live.m3u8
东南卫视,http://222.71.90.218:8888/newlive/live/hls/29/live.m3u8
江西卫视,http://222.71.90.218:8888/newlive/live/hls/30/live.m3u8
辽宁卫视,http://222.71.90.218:8888/newlive/live/hls/31/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
云南卫视,http://222.71.90.218:8888/newlive/live/hls/39/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
吉林卫视,http://222.71.90.218:8888/newlive/live/hls/41/live.m3u8
宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
青海卫视,http://222.71.90.218:8888/newlive/live/hls/43/live.m3u8
西藏卫视,http://222.71.90.218:8888/newlive/live/hls/44/live.m3u8
陕西卫视,http://222.71.90.218:8888/newlive/live/hls/45/live.m3u8
内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8
新疆卫视,http://222.71.90.218:8888/newlive/live/hls/47/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8? upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8? upt=63cf437e1591689484
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8
康巴卫视,http://111.202.12.159:8080/3zvkK28/1000/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
东南卫视,http://china.733240.com/cqyx.php?id=dongnanHD
东方卫视,http://china.733240.com/cqyx.php?id=shanghaiHD
云南卫视,http://china.733240.com/cqyx.php?id=yunnanSD
内蒙古卫视,http://china.733240.com/cqyx.php?id=neimengkuSD
北京卫视,http://china.733240.com/cqyx.php?id=beijingHD
吉林卫视,http://china.733240.com/cqyx.php?id=jilinHD
四川卫视,http://china.733240.com/cqyx.php?id=sichuanHD
天津卫视,http://china.733240.com/cqyx.php?id=tianjinHD
宁夏卫视,http://china.733240.com/cqyx.php?id=ningxia
安徽卫视,http://china.733240.com/cqyx.php?id=anhuiSD
山西卫视,http://china.733240.com/cqyx.php?id=shanxiSD
广东卫视,http://china.733240.com/cqyx.php?id=guangdongHD
广西卫视,http://china.733240.com/cqyx.php?id=guangxiHD
新疆卫视,http://china.733240.com/cqyx.php?id=xinjiangSD
江苏卫视,http://china.733240.com/cqyx.php?id=jiangsuHD
江西卫视,http://china.733240.com/cqyx.php?id=jiangxiHD
河北卫视,http://china.733240.com/cqyx.php?id=hebeiSD
河南卫视,http://china.733240.com/cqyx.php?id=henanHD
浙江卫视,http://china.733240.com/cqyx.php?id=zhejiangHD
海南卫视,http://china.733240.com/cqyx.php?id=hainanSD
深圳卫视,http://china.733240.com/cqyx.php?id=shenzhenHD
湖北卫视,http://china.733240.com/cqyx.php?id=hubeiSD
湖南卫视,http://china.733240.com/cqyx.php?id=hunanHD
西藏卫视,http://china.733240.com/cqyx.php?id=xizangSD
贵州卫视,http://china.733240.com/cqyx.php?id=guizhouHD
辽宁卫视,http://china.733240.com/cqyx.php?id=liaoningHD
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
东方卫视,http://221.213.43.82:8888/newlive/live/hls/20/live.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047 1.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/202402080904/app 2/ definst /ls 2.stream/chunklist.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
辽宁卫视,https://iptv.luas.edu.cn/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/cc6dfe3ec4-0-0-bbf13622ebc736a4efdbd3405c088fe2/index.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038 1.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040 1.m3u8
甘肃卫视,http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
青海卫视,http://221.213.43.82:8888/newlive/live/hls/39/live.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-chmqQR.m3u8
河北卫视,http://221.213.43.82:8888/newlive/live/hls/45/live.m3u8
山西卫视,http://111.59.63.32:9901/tsfile/live/1046 1.m3u8
山东卫视,http://221.213.43.82:8888/newlive/live/hls/30/live.m3u8
安徽卫视,http://221.213.43.82:8888/newlive/live/hls/25/live.m3u8
河南卫视,https://iptv.luas.edu.cn/liverespath/4bc76db1677c6cd2176e652ed6fc1cd44d8c297b/69049a82db-0-0-730288d864b5a58b74f4dcb01c3f3769/index.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028 1.m3u8
江西卫视,http://111.59.63.32:9901/tsfile/live/1042 1.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8
东南卫视,https://iptv.luas.edu.cn/liverespath/7a202b5f39c56db4ca3ca7a3dc21b073c9bc472a/3130c5086e-0-0-85b8d52c298b7a1f17cb53bd669a4978/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
广东卫视,http://111.59.63.32:9901/tsfile/live/1032 1.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广西卫视,http://111.59.63.32:9901/tsfile/live/1003 1.m3u8
云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036 1.m3u8
四川卫视,http://111.59.63.32:9901/tsfile/live/1029 1.m3u8
新疆卫视,http://221.213.43.82:8888/newlive/live/hls/38/live.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
西藏卫视,https://tv.vtibet.cn/live/vuXz3cg3TmRUYg.m3u8?secret=6673493b35914117fd4f87de0189cd17&time=65c440b5
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8

电影,#genre#
CHC高清电影频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8

数字电视,#genre#
CCTV央视文化精品频道,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
CCTV高尔夫网球频道,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live sd.m3u8
CCTV老故事频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8





北京台,#genre#
北京电视台文艺频道,https://iptv.luas.edu.cn/liverespath/df76b690ed09ed3949eb8579ea5a7728e6cbd03f/a4fab42741-0-0-685c959eee0061fcdee508a9eaf47232/index.m3u8
北京体育休闲频道,https://iptv.luas.edu.cn/liverespath/f837576f59a881e17cdd29040feea764e8c6dfd0/42cb4eb14d-0-0-90e6ce74dade7a477e3269f0e4e0df95/index.m3u8
北京影视频道,https://iptv.luas.edu.cn/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/6f563de219-0-0-858040e5943ade5e1122a54d12bb9733/index.m3u8
北京电视台财经频道,https://iptv.luas.edu.cn/liverespath/da4b2d170d47e48cfd4dcd6db27b7088a876aa30/3a831f97fe-0-0-f1586490f5b2a35b390eae3b4f68bd74/index.m3u8
btv北京生活频道,https://iptv.luas.edu.cn/liverespath/89ed1379f4c4cc9a436aacabc882365f512a7595/b82b19248e-0-0-bacb14856901989d627f5d638b0f83dc/index.m3u8
北京新闻频道BTV9,https://live.funhillrm.com/5/sd/live.m3u8
北京卡酷动画卫视,https://iptv.luas.edu.cn/liverespath/b928229e615248d7a2c6f9ea047f25cf37a3a0af/351527ac87-0-0-a7c972d3024e7ee8fa1cb03d3220d086/index.m3u8
北京纪实科教频道,https://iptv.luas.edu.cn/liverespath/9535e4def9ec36aaf65f8f87a8af664b81f4bf23/ab31cbc5b3-0-0-245c3b519c04f4d14c265ef20e35b9b9/index.m3u8
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
房山电视台,http://live.funhillrm.com/2/sd/live.m3u8

上海台,#genre#
上海新闻综合频道,https://volc-stream.kksmg.com/live/xwzh/index.m3u8?volcSecret=0d9997de15886ede9548ac5d22a56def&volcTime=1707451886
上海第一财经频道,https://tencent-stream.kksmg.com/live/dycj.m3u8?txSecret=d6b60f129d0144078b1cbb49d192f82c&txTime=65c5a5f3
上海纪实人文频道,https://tencent-stream.kksmg.com/live/jspd.m3u8?txSecret=093c5164a827e0952be82fe8bc3d8471&txTime=65c5a600
上海东方购物频道,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
上海都市频道,https://tencent-stream.kksmg.com/live/ylpd.m3u8?txSecret=6f9f55777cf12b797b3d888952ed2f1f&txTime=65c5a627
上海金山电视台,http://livejs1.newsjs.net/jspd/playlist.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8


国际,#genre#
CGTN纪录,https://livedoc.cgtn.com/500d/prog index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog index.m3u8
